"x"
"1","感謝淑芬的姊妹、淑芬的爸爸媽媽、淑芬的阿公阿嬤及淑芬的弟弟妹妹通通支持淑芬"
"43","讓我們一起去買《大誌》吧！

我最喜歡壹週刊的「坦白講」，但不是每期都看。
今天突然翻到2010年8月26日出版的壹週刊，看到街友阿德（40多歲）的「坦白講」，就很想立即去台北火車站捷運口跟他買一本《大誌》。阿德出生時脊椎長肉瘤，只能在地上爬行，五歲時父母傾家產幫他動手術，終於他可以一跛一跛的走路，這樣的條件、他的個性、人格當然不會是社會適應良好的那一種，只是他覺得都是自己的錯。最疼他的媽媽死後，他自我放逐成為街友，其實經常想死，因為他覺得反正從來也沒快樂過，但是他不願乞討、每天到醫院洗澡把自己弄乾淨，希望可以有尊嚴一點。現在他賣《大誌》，一本以協助街友的目的所發行的雜誌。唉呀，為什麼我這麼慢才知道有《大誌》這種雜誌呢？

《大誌》的販賣場所和時間可以點閱網址查詢 http://www.bigissue.tw/channel
如果好朋友們有經過這些地方，花100元買一本《大誌》，給他們一個重新站起來的機會！"
"44","今天接受韓國YTN「出發新早上」廣播節目錄音採訪，韓國關心我們提升自製節目比例的修法，是否會排擠韓劇？甚至質問我們難道沒有考量修法後，引起韓國抵制台灣效應.........到底是誰怕誰阿....."
"45","委員,你還在世新大學唸書嗎"
"46","淑芬自行印製兔年春聯出爐囉~ 數量有限， 歡迎大家到服務處索取。"
"47","前幾天得了重感冒，嚴重到要去醫院吊點滴，幸好現在已經康復的差不多了。
這次的感冒症狀真嚴重，天氣又很冷，希望各位朋友們要好好保重身體，不要像我一樣感冒了。"
"48","自己生病都還沒好,換小孩也發高燒,我已經一天一夜沒睡了,各位一定要保重"
"49","遠方ㄉ小弟 請問大姐不知要回家發ㄍ年終ㄇ  我家ㄉ小妹妹期待著姑姑ㄉ紅包呀"
"50","<U+10E6> 恭喜發財<U+10E6><U+22B1><U+22B1>╮
°(\"\ /\") ~ ∩~∩ 　新年快樂！合家歡樂！財源廣進！
(`<U+25D5><U+203F><U+25D5>`) (`<U+25D5><U+203F><U+25D5>`) 萬事大吉！新年進步！平安健康！
(o___o).(o___o)新春如意 發　發　發　發　發　發"
"51","想約時間去拜訪妳請教一些問題!"
"52","教育部應立即強制縣市政府禁收國中小學代收代辦費用！"
"53","去年教育部被監院糾正後，下令學校不准收六項代辦費，可是99學年度第二學期的註冊單，還是列出學生活動費、蛀牙防治、蒸飯費、班級費、還有電腦費等這些不能再收的代辦費，算算雜費加起來就要1300多元。因為教育部讓學校寬限到101學年度，一項錯誤的政策，竟然無法及時喊卡，每年開學都要被坑一筆的家長，想必更悶。 
"
"54","面對每年開學都要被巧立名目的代收代辦費坑一筆的家長，作為教育主管機關的教育部卻以「如果地方政府說100學年度可以不要收，那我們鼓掌歡迎！」來推托，漠視人民的聲音，「窮不能窮教育，苦不能苦孩子」難道只是一句口號嗎？"
"55",NA
"56","民進黨立委林淑芬昨質疑，墾丁國家公園後灣海域旁京棧大飯店開發案，根本是政府為京城建設集團量身打造，多處與法不合，國有財產局應立即與京城建設解約，並徹查相關官員之責任。"
"57","自由時報:救國團年收逾20億/立委及環團：龐大利益引鬥爭 應受檢驗 
http://www.libertytimes.com.tw/2011/new/feb/19/today-fo10.htm

立委林淑芬表示，這起事件雖是救國團的內部人事鬥爭，但絕不能視為救國團的家務事，全民都應該監督。因為數十年來救國團靠特權占用國有土地、靠最有利標得標，成為一個大賺其財的非營利組織，一般營利事業都沒這麼賺錢，全民有權利監督救國團，要求救國團人事透明、財務透明、賦稅公平。"
"58","昨天有看你上ㄉ節目<民視>...很讚喔"
"59","我們都支持你~加油!"
"60","【剪報】	亂收代辦費 教部：明年禁"
"61","委員妳好..昨晚有在新聞裡聽到了妳對前副總統的呼籲...說的真是大快人心..給妳鼓鼓掌^人^也在此奉勸前副總統勿做第二個楊秋興!!"
"62","神韻晚會2011年台灣巡迴演出 購票網頁
http://www.goodshow.tw/main.html
洽詢專線: 0800-888-358

神韻晚會 西方觀眾讚嘆Divine Performing Arts 2009 World Tour at Dallas
http://www.youtube.com/watch?v=1tYOFgttG1g"
"63","林立委您好，該日式招待所可能後天就要拆了，能否請您幫忙協調水利署不要拆這棟台灣僅存的頂級日式招待所，岡山第六河川局要蓋新的建築可以找別塊地蓋呀！為什麼一定要拆除蓋在原址呢？"
"64","知道我是誰嗎
"
"65","加油喔
"
"66","三重TOYOTA"
"67","淑芬，我現在搞動保，下面這則新聞請妳關心一下，能不能質詢農委會一下，彰化北斗清潔隊已經是累犯了。
http://tw.nextmedia.com/applenews/article/art_id/33224487/IssueID/20110304
http://net2user.pixnet.net/blog/post/28504841
"
"68","除了學費以外，校地問題更嚴重啊！"
"69","林委員您好，感謝您對於教育事務的<U+52E0>力，銘感五內。
可否有幾件事請您也加以處理，以維護臺灣優質選舉風氣與法治秩序：
第一、時節屆至黨內初選，黨內如火如荼的進行宣傳活動，可否請委員廣為傳達減少宣傳車的使用，特別是經過學區、圖書館、住宅區，莘莘學子正在準備考試，準備專心學習，然窗外不停的播放宣傳，有害學子學習以及生活安寧。
第二、避免不必要的蓋台廣告，剝奪人民收視的權利。
第三、日後選舉，可否避免多餘的廣告看板、旗幟路上飄揚，一來有礙觀瞻，二來影響交通，三來不環保，林委員素來對於蘆洲高壓電塔盡心致力，愛護環保，應對於這樣的鋪張誇大，有所睥睨才對。
第四、遵守相關選舉法規規定，諸如公職人員選舉罷免法四十條規定，以維護我國法治應有的風氣。
"
"70","來看看中國人如何竊取台灣人的智慧財產吧!
3D《清明上河圖》動畫創作人是抄襲還是雷同 - 阿勝的部落格 - Yahoo!奇摩部落格 
"
"71","淑芬委員

今天有位朋友跟我提到:
清明上河圖是我相當著迷的作品，看起來您的動畫作品可能被不當運用，真是讓人遺憾!! 不知您有沒有任何想法，比如說寄出存證信函等等!!只是還原事實得到正義與尊重!!不容易但是沒有嘗試什麼都不知道!! 
我只能回答
我們在台灣，他們在中國，我也不知道該寄什麼存證信函到哪裡給誰? 
只是，如果台灣官場與社會風氣一直心向中國，這種台灣人的努力與心血被剝奪的事件一定會層出不窮，大家應該發出一些抗議才是!
我們該如何透過政治力量來保護我們國人的智慧財產呢?
"
"72","林委員;
我知道您最近要初選!您不是口口聲聲要做環保保護環境!但是怎會還亂貼您的競選廣告貼紙!到處都有看到你大頭貼紙!您這樣張貼會撕也撕不下來!就算撕下來牆壁油漆水泥都一併被黏下來!希望您可以停止張貼廣告!我知道環保局一定不敢對您開單!希望您可以進快處理清除掉!因為這樣讓蘆洲市容非常難看"
"73","林委員您好~
最近看到您的初選宣傳車已經出動了,只是希望您能否請各位司機大哥,在行經學校附近時能夠降低大聲公的音量,當然也希望其餘參與初選的委員們能夠多加注意,畢竟會打擾到學生上課!!"
"74","委員我有看到妳上民視頭家來開講呦
也祝妳初選順利成功呦XDDDD"
"75","林委員 是不是可以請您正視您的選區中 我們這些「選民」請您不要擾民的訴求 請不要再破壞市容 使用大量的廣告 請不要再製造噪音 使用宣傳車與喇叭
是不是可以請您就這部分給予我們回應？謝謝。"
"76","委員 
選舉期間難免會有些人不滿意候選人的宣傳方式 
但各個候選人宣傳的目地不外乎就是為自己多掙張選票 
很高興委員有Facebook這個平台可以讓我們跟妳做互動 
我想依選民的反應應該會一視同仁跟另一位參選人說的!!! 
淑芬姐姐加油XDD  沒有妳 蘆五三不行!!!"
"77","委員有您真好"
"78","加油!
"
"79","民主進步黨2011年區域立委初選民調委員會，今（23）日由黨秘書長蘇嘉全抽出今日執行民調的選區為新北市第2選區。

請支持淑芬委員的支持者(居住五股,蘆州,三重16里)務必今晚在家等電話,如有接到民調電話請堅定之持林淑芬。
"
"80","幫認真的林淑芬委員拍拍手，恭喜通過初選唷！~^^~"
"81","恭喜初選民調通過！讚啦！"
"82","恭賀淑芬委員出線，贏的漂亮!"
"83","淑芬可以繼續為我們服務!
"
"84","感謝立委長期關心我們蘆洲身心障礙小朋友"
"85","林委員，首先致賀委員通過初選，但還是請委員注意選舉法規規定，不要帶頭違法。另外，針對近日新竹霸凌國中女生事件已經引發民眾的怒火，是不是請委員于立院質詢時亦或是對於相關立法加以重視呢？而非僅是積極的跑基層選舉，請給我們委員您的專業，感激。
"
"86","恭喜出線 加油"
"87","中共蓄意對中國發動新鴉片戰爭 (共產GDP)吸乾世界積蓄
http://www.facebook.com/note.php?note_id=144466955618638"
"88","2011.3.29 托育制度「斷頭去尾」記者會"
"89","「立委林淑芬在記者會中表示，自己身為收入相對優渥的職業婦女，每天工作15小時，還要養育兩個孩子，壓力大到只能用剩下半條命來形容，可見國家必須要站出來幫助婦女兼顧工作與家庭。」"
"90","政府應該告訴民眾，我們的孩子還適宜待在外面嗎？如果監測到異常，我們要怎麼準備？但是政府沒有任何回應，連中國這麼專政的國家，都說有幾個都市測到有異常，台灣卻說是背景值內，讓人懷疑政府的能力，是否在欺騙國人？ "
"91","http://tw.myblog.yahoo.com/xuhuanxu/article?mid=7005&prev=-1&next=7001"
"92","http://vimeo.com/21294655"
"93","http://vimeo.com/22439234"
"94","立委林淑芬抨擊，教育經費缺口將愈來愈大，軍公教加薪卻是要學生加債。"
"95","與長照監督聯盟共同記者會，質疑衛生署版長照法將長照服務交由完全市場機制。"
"96","阿里山小火車事故絕對是人禍
鐵道旁樹木沒有定期修剪檢視
樹幹不可能那麼巧剛好倒下壓到火車
絕對是枝幹過長被火車車廂扯斷的
這些老百姓選出來的立委平日不知道要監督林務局
是行政立法單位雙雙失職 事故發生後還在說風涼話
這些嘴臉令人厭惡~"
"97","委員勛鑒：
敝人向吳敦義院長的建言中，有關技職教育的缺失與改善之道與嚴長壽總裁新書「教育應該不一樣」中觀點不謀而合。
目前台灣的技職教育評鑑與教師升等由無實務經驗的研究型學者去審查技職教師升等，造成沒有實務經驗的博士佔技職校院80%名額，加上升等制度的誤導，逼使原本職校業師為生存必須放棄實務工作，全力拼博士才不會被排擠掉。本末倒置！
本人並非敵視學者，相反的我非常尊敬學者！但是技職校院請讓它回歸應走的正途吧。否則我們業界快沒有可用之兵了，盲目追求學位正使得我國的產業人力資源空洞化呢！請委員發揮影響力導正之。
謝謝！
請參考：http://tw.news.yahoo.com/article/url/d/a/110428/1/2qmsl.html
http://www.idn.com.tw/news/news_content.php?catid=4&catsid=5&catdid=1&artid=20110302richA001

"
"98","淑芬當媽媽後才更瞭解媽媽的辛勞！在今天，淑芬要向所有好朋友、媽媽們說聲母親節快樂！也讓我們用愛來守護我們的母親 - 台灣！
祝福大家母親節快樂唷！"
"99","林淑芬立委，您好：

我是陽明大學的研究生，目前在學中。鑑於近來真愛聯盟發動三次不同的連署，散佈錯誤心理學理論，扭曲性別平等教育教師手冊的使用方式與內容，並形塑成一種虛幻的「社會共識」，造成許多民眾的誤解，而使立法委員對教育部施壓，政府目前欲檢討並「暫停」相關性別平等教育、同志教育的推廣。

但，這些反對、質疑的立場，並非是社會共識或唯一的聲音。我要表達你認為性別友善校園的重要性、提出你反對真愛聯盟斷章取義的看法與錯誤的理論、
請立法委員要聽見支持同志教育的聲音！

還懇請立委諸公可以明斷，多元性別與人權價值，是台灣民主中不可或缺的一塊！

祝　平安順心"
"100","立委林淑芬表示，教育部把教育精華資源鎖在北北基裡，逼迫家長遷戶籍到北北基，如果民眾沒錢、沒能力買房子，「只能淪落為台灣第二等學生」。教育是階級流動的機制，教改卻製造城鄉差異，社會階級更鞏固，呼籲教育部懸崖勒馬。"
"101","林淑芬表示，中科4期環評與環境差異分析審查，目前都還在行政法院爭訟中，且曾經遭台北高等行政法院裁定停止開發，中科4期預計調度使用農業用水計畫相關工程牽涉20多億元的鉅額工程費，中科管理局等單位卻不顧可能被撤銷開發許可的風險，未來如果開發許可遭撤銷，鉅額的公帑恐怕又是全民要買單。

林淑芬說，失去水的農地還叫農地嗎？因此，她已提案全數凍結科學工業園區管理局作業基金項目下，有關中部科學園區二林園區「中期輸水專管工程」的全部預算。全案目前仍在立法院朝野協商中。"
"102","你這種人也配當媽媽?  5字經辱罵警察  指鹿為馬  捏造事實說什麼自己在警局被過肩摔  以後要怎麼教你小孩?  來歐  以後要跟媽媽一樣  向趙高一樣滿嘴屁話  還好意思說投籃是兒戲?　你怎麼不說運動無腦算了？　　講這種沒知識水平的話　看你這張臉就知道你只是個沒有運動細胞整天亂甩蝴蝶袖滿肚肥油的XX  天啊  拜託你別教出一個社會米蟲就好了   對了  你知道politician 跟 retard 只有一線之隔嗎?  你似乎只是披著羊皮的後者  拜託別在鏡頭前丟臉了  好 噁  心 阿~~"
"103","淑芬已提案凍結中科四期調度使用農業用水計畫工程預算、並要求中科管理局應重提中科四期用水計畫、中科四期調度使用農業用水計畫工程即刻停工、水利署應立即重新檢討中部地區水資源整體運用。"
"104","姊姊~加油!加油!加油!"
"105","民進黨立委林淑芬日前提出《濕地法》草案，但在本周二的程序委員會遭國民黨團封殺http://tw.nextmedia.com/applenews/article/art_id/33417553/IssueID/20110527

請問可有以上詳細資料，讓民眾認識那些(程序委員會遭國民黨團)牛鬼蛇神"
"106","您好~親愛的林委員~我們全台灣需要您的幫忙~是不是可以立法終止台灣設置\"補獸夾\"~我想~狗和人一樣~都是這大地的一份子~他們也是有權力活在這個世界上~台灣每天都有狗被補狗隊捉~被虐待~被補獸夾夾到受傷的案子多到爆~在這希望~林委員能夠發揮您的愛心及公權力~為全台灣的動物發聲~願主祝福您~謝謝"
"107","根據教育部制定的《校園飲品及點心販售規範》，國中小福利社販賣的飲料，只限定礦泉水、果汁、牛奶、豆漿等七類產品；但在塑化劑事件爆發後，國人才驚覺原來許多號稱果汁、牛奶的飲料，其實都是化學合成的「Ａ貨」。林淑芬質疑雖然教育部已限制校園飲品項目，但學生喝的果汁其實都是香料跟水的混合物，保久乳則根本沒有牛奶，甚至連巧克力牛奶的香味都是用香精頂替，突顯飲品規範太籠統，「請問教育部要不要禁止化學飲料進入校園？」

對此，教育部次長陳益興回應，校園飲品規範是經由專家學者制定，所以應當沒問題。但林淑芬強調，所有上市飲品都符合衛生標準，但醫學證實發育中的孩子必須避免食用化學添加物，所以教育部有必要研擬更高層次的對策。"
"108","希望妳能幫助這個阿嬤她住振興醫院 5349病床姓吳住蘆洲"
"109","各位朋友：

若有陳情案件需要淑芬服務，為節省您寶貴的時間，加速處理效率，請您直接到我們蘆洲的服務處，或請您以電話與我們服務處聯繫，我們有專職助理簡妙娟、林世明、可以直接為您處理。

服務處電話：8285-6412
服務處地址：蘆洲市長興路25號"
"110","http://www.nownews.com/2011/06/09/91-2718931.htm"
"111","如果政府捕狗殺狗跟焚屍的各項經費都拿來做保育(醫療.結紮) 訓練 分配需要單位...台灣早就沒有流浪狗了!! 還讓台灣民眾背個殘殺流浪動物,跟把被政府當成垃圾的狗狗輸到國外找安身的地方!!真是超大諷刺"
"112","淑芬 台灣加油!"
"113","SOS親愛的立委大人請幫幫投過你一票的無助的老百姓把
黑心產品摔爛牙((廠商說公司有錢要就去告阿
本人在6月4日星期6當天穿著運動鞋在客廳使用運動滾輪\"使用到一半.我發現滾輪突然滑出去\"我整個人就45度.臉朝下地面重重的摔下去\"碰一聲\"我躺在地上整個牙齒斷裂.鼻子以下血留不止.嘴巴完全沒感覺.家人馬上打119把
我送醫並且拍照存證.醫生幫我止血並照X光有一棵牙齒有斷.三棵牙齒有裂痕.以後會斷裂.嘴唇有牙齒碰到的撕裂傷.鼻子軟骨有撞傷

申訴處理經過：廠商意思是.公司有錢要就去告.並且一直推是消費者責任\"

申訴事由：(爭議所在)我們把東西送五股工業區
五工路134號SGS台灣檢驗科技股份有限公司.初步檢驗輪子的部份是硬質的PVC.聚氯乙烯
便宜、製造方便，而成為產量僅次於PE的第二大泛用塑膠.
1..PVC並不耐光與熱，其在光熱的影響下.這物品沒有使用年限嗎\".永遠不變質嗎?
2..防划紋路是直的且細小.有看過那家鞋底或輪胎\"胎紋是平的.
3他牌同樣商品紋路是橫的且.橡膠材質安全性高
橡膠材質安全性高膠質軟的摩擦係數就高，橡膠分子也對地面有更佳的附著力，整體的循跡性將會提昇
抓地力.磨耗地面接觸  還有防滑設計     
4(((產品外包裝全外國語言.也無產品安全說明)..賣台灣的東西\"全都外國字))
5這物品完全都無標示警語說限制耐重係數\"\"  與摩擦力與地面限制..年齡有限制 .使用需要帶防具?.
6這東西也無經濟部標準檢驗局((安全合法標章))
7也無投保產物保險.產品責任險.

廠商意思是.公司有錢要就去告.並且一直推是消費者責任\""
"114","救生命要從小地方開始做起，教育與行動一樣重要http://www.facebook.com/note.php?created&&note_id=174376912623964"
"115","你在國會的表現大家有目共睹，
希望你連任成功。"
"116",NA
"117","林淑芬立委
加油!"
"118","立委林淑分～加油～打氣～當個快樂ㄉ捐血人～      "
"119","【昨日的多氯聯苯、今日的塑化劑】
1979年台灣中部地區爆發多氯聯苯的米糠油中毒事件後，曾喧騰一時受到全台灣國人的矚目，在媒體爭相報導下曾經獲得許多同情，而惠明學校在當時也有許多社會朋友的關注、關心。然而，熱潮過後，數十年來台灣社會對於這一群人以然逐漸淡忘，而『米糠油事件』的鋒頭過後，政府為人民食品衛生安全的把關依然不夠嚴謹，也因此在今年會一而再、再而三的出現，政府食品安全把關不嚴謹的紕漏，像是：CAS優良肉品卻含有瘦肉精、塑化劑風暴，都凸顯政府在三十年前的『米糠油事件』根本沒學到教訓，所以現在我們還要回過頭來處理當時『米糠油事件』政府沒有處理完的問題。"
"120","連政府都無奈~~可憐老百姓如何和財團對抗~~http://tw.news.yahoo.com/article/url/d/a/110625/4/2tx5y.html
"
"121","http://tw.news.yahoo.com/article/url/d/a/110624/5/2twnx.html"
"122","http://tw.news.yahoo.com/article/url/d/a/110625/78/2txec.html"
"123","民主進步黨籍立委黃淑英、林淑芬、陳節如等人下午召開「落實油症受害者照護」公聽會，台大環境及職業醫學科教授、同時也是油症受害者支持協會理事長郭育良表示，政府應保障人民有免於毒害的自由，但台灣至今連第一起重大食品公害的油症事件，受害人都無「法」得到合理公道，許多受害者陸續因糖尿病、罹癌等離世。"
"124","情比姐妹深，淑芬為淑芬加油。"
